"","DOB","gender","startClockTime","endClockTime","startTimeSecs","endTimeSecs","child_id","filename","corpus","startTimestamp","endTimeStamp","date","startClockHours","startClockMinutes","startClockSeconds","endClockHours","endClockMinutes","endClockSeconds","endTimeSecs_for_hours","total_hrs","startClockTotalSeconds","age_interval","age_mos"
"271","2009-10-26","M","2014-01-09T13:02:48Z","2014-01-10T05:02:47Z","0.00S","57599.99S","607LTP2","607LTP2.its","L","2014-01-09 07:02:48","2014-01-09 23:02:47","2014-01-09",7,2,48,23,2,47,"57600.00S",16,25368,"2009-10-26 UTC--2014-01-09 UTC",50
"272","2010-06-22","M","2012-11-17T15:32:25Z","2012-11-18T06:12:53Z","0.00S","52828.11S","609LTP1","609LTP1.its","L","2012-11-17 09:32:25","2012-11-18 00:12:53","2012-11-17",9,32,25,0,12,53,"52828.11S",14.674475,34345,"2010-06-22 UTC--2012-11-17 UTC",28
"273","2010-06-12","M","2013-12-08T14:58:58Z","2013-12-09T06:58:57Z","0.00S","57599.99S","609LTP2","609LTP2.its","L","2013-12-08 08:58:58","2013-12-09 00:58:57","2013-12-08",8,58,58,0,58,57,"57600.00S",16,32338,"2010-06-12 UTC--2013-12-08 UTC",41
"274","2010-04-11","FALSE","2013-01-04T13:40:54Z","2013-01-05T05:40:53Z","0.00S","57599.99S","610LTP1","610LTP1.its","L","2013-01-04 07:40:54","2013-01-04 23:40:53","2013-01-04",7,40,54,23,40,53,"57600.00S",16,27654,"2010-04-11 UTC--2013-01-04 UTC",32
"275","2010-04-11","FALSE","2013-12-14T14:12:02Z","2013-12-15T06:12:01Z","0.00S","57599.99S","610LTP2","610LTP2.its","L","2013-12-14 08:12:02","2013-12-15 00:12:01","2013-12-14",8,12,2,0,12,1,"57600.00S",16,29522,"2010-04-11 UTC--2013-12-14 UTC",44
"276","2010-03-18","M","2012-11-26T14:26:37Z","2012-11-27T06:26:36Z","0.00S","57599.99S","611LTP1","611LTP1.its","L","2012-11-26 08:26:37","2012-11-27 00:26:36","2012-11-26",8,26,37,0,26,36,"57600.00S",16,30397,"2010-03-18 UTC--2012-11-26 UTC",32
"277","2010-03-10","M","2014-03-21T13:02:53Z","2014-03-22T05:02:52Z","0.00S","57599.99S","611LTP2","611LTP2.its","L","2014-03-21 08:02:53","2014-03-22 00:02:52","2014-03-21",8,2,53,0,2,52,"57600.00S",16,28973,"2010-03-10 UTC--2014-03-21 UTC",48
"278","2010-06-07","FALSE","2012-12-03T15:36:31Z","2012-12-04T07:36:30Z","0.00S","57599.99S","612LTP1","612LTP1.its","L","2012-12-03 09:36:31","2012-12-04 01:36:30","2012-12-03",9,36,31,1,36,30,"57600.00S",16,34591,"2010-06-07 UTC--2012-12-03 UTC",29
"279","2010-06-07","FALSE","2014-02-10T13:17:03Z","2014-02-11T00:52:19Z","0.00S","41716.49S","612LTP2","612LTP2.its","L","2014-02-10 07:17:03","2014-02-10 18:52:19","2014-02-10",7,17,3,18,52,19,"41716.49S",11.5879138888889,26223,"2010-06-07 UTC--2014-02-10 UTC",44
"280","2009-12-28","FALSE","2013-02-08T12:51:50Z","2013-02-09T04:51:49Z","0.00S","57599.99S","613LTP1","613LTP1b.its","L","2013-02-08 06:51:50","2013-02-08 22:51:49","2013-02-08",6,51,50,22,51,49,"57600.00S",16,24710,"2009-12-28 UTC--2013-02-08 UTC",37
"281","2010-11-12","FALSE","2014-01-14T13:37:36Z","2014-01-15T05:37:35Z","0.00S","57599.99S","613LTP2","613LTP2.its","L","2014-01-14 07:37:36","2014-01-14 23:37:35","2014-01-14",7,37,36,23,37,35,"57600.00S",16,27456,"2010-11-12 UTC--2014-01-14 UTC",38
"282","2010-07-21","M","2012-12-18T12:33:18Z","2012-12-19T04:33:17Z","0.00S","57599.99S","614LTP1","614LTP1.its","L","2012-12-18 06:33:18","2012-12-18 22:33:17","2012-12-18",6,33,18,22,33,17,"57600.00S",16,23598,"2010-07-21 UTC--2012-12-18 UTC",28
"283","2010-07-21","M","2014-02-07T13:26:13Z","2014-02-08T05:26:12Z","0.00S","57599.99S","614LTP2","614LTP2.its","L","2014-02-07 07:26:13","2014-02-07 23:26:12","2014-02-07",7,26,13,23,26,12,"57600.00S",16,26773,"2010-07-21 UTC--2014-02-07 UTC",42
"284","2010-07-17","M","2013-01-04T14:33:37Z","2013-01-05T06:33:36Z","0.00S","57599.99S","616LTP1","616LTP1.its","L","2013-01-04 08:33:37","2013-01-05 00:33:36","2013-01-04",8,33,37,0,33,36,"57600.00S",16,30817,"2010-07-17 UTC--2013-01-04 UTC",29
"285","2010-07-17","M","2014-08-29T13:17:10Z","2014-08-30T05:17:09Z","0.00S","57599.99S","616LTP2","616LTP2.its","L","2014-08-29 08:17:10","2014-08-30 00:17:09","2014-08-29",8,17,10,0,17,9,"57600.00S",16,29830,"2010-07-17 UTC--2014-08-29 UTC",49
"286","2010-07-23","FALSE","2013-01-13T12:41:04Z","2013-01-14T04:41:03Z","0.00S","57599.99S","620LTP1","620LTP1.its","L","2013-01-13 06:41:04","2013-01-13 22:41:03","2013-01-13",6,41,4,22,41,3,"57600.00S",16,24064,"2010-07-23 UTC--2013-01-13 UTC",29
"287","2010-07-23","FALSE","2014-09-07T11:30:08Z","2014-09-07T12:02:15Z","0.00S","57599.99S","620LTP2","620LTP2.its","L","2014-09-07 06:30:08","2014-09-07 07:02:15","2014-09-07",6,30,8,7,2,15,"57600.00S",16,23408,"2010-07-23 UTC--2014-09-07 UTC",49
"288","2010-08-03","FALSE","2014-09-21T12:42:06Z","2014-09-22T01:24:39Z","0.00S","45753.05S","622LTP2","622LTP2.its","L","2014-09-21 07:42:06","2014-09-21 20:24:39","2014-09-21",7,42,6,20,24,39,"45753.05S",12.7091805555556,27726,"2010-08-03 UTC--2014-09-21 UTC",49
"289","2010-06-11","FALSE","2013-04-20T13:08:43Z","2013-04-21T05:08:42Z","0.00S","57599.99S","623LTP1","623LTP1.its","L","2013-04-20 08:08:43","2013-04-21 00:08:42","2013-04-20",8,8,43,0,8,42,"57600.00S",16,29323,"2010-06-11 UTC--2013-04-20 UTC",34
"290","2010-08-03","FALSE","2014-05-31T12:10:04Z","2014-06-01T04:10:03Z","0.00S","57599.99S","623LTP2","623LTP2.its","L","2014-05-31 07:10:04","2014-05-31 23:10:03","2014-05-31",7,10,4,23,10,3,"57600.00S",16,25804,"2010-08-03 UTC--2014-05-31 UTC",45
"291","2010-09-02","M","2013-05-05T12:22:27Z","2013-05-06T04:22:26Z","0.00S","57599.99S","624LTP1","624LTP1.its","L","2013-05-05 07:22:27","2013-05-05 23:22:26","2013-05-05",7,22,27,23,22,26,"57600.00S",16,26547,"2010-09-02 UTC--2013-05-05 UTC",32
"292","2010-09-02","M","2014-11-23T15:35:03Z","2014-11-24T07:35:02Z","0.00S","57599.99S","624LTP2","624LTP2.its","L","2014-11-23 09:35:03","2014-11-24 01:35:02","2014-11-23",9,35,3,1,35,2,"57600.00S",16,34503,"2010-09-02 UTC--2014-11-23 UTC",50
"293","2010-06-04","FALSE","2013-03-19T13:59:08Z","2013-03-20T05:59:07Z","0.00S","57599.99S","625LTP1","625LTP1.its","L","2013-03-19 08:59:08","2013-03-20 00:59:07","2013-03-19",8,59,8,0,59,7,"57600.00S",16,32348,"2010-06-04 UTC--2013-03-19 UTC",33
"294","2010-06-04","FALSE","2015-03-11T12:59:39Z","2015-03-12T04:59:38Z","0.00S","57599.99S","625LTP2","625LTP2.its","L","2015-03-11 07:59:39","2015-03-11 23:59:38","2015-03-11",7,59,39,23,59,38,"57600.00S",16,28779,"2010-06-04 UTC--2015-03-11 UTC",57
"295","2010-08-02","FALSE","2014-06-09T13:29:16Z","2014-06-10T05:29:15Z","0.00S","57599.99S","627LTP2","627LTP2.its","L","2014-06-09 08:29:16","2014-06-10 00:29:15","2014-06-09",8,29,16,0,29,15,"57600.00S",16,30556,"2010-08-02 UTC--2014-06-09 UTC",46
"296","2010-03-03","FALSE","2013-07-19T14:32:09Z","2013-07-20T06:32:08Z","0.00S","57599.99S","628LTP1","628LTP1.its","L","2013-07-19 09:32:09","2013-07-20 01:32:08","2013-07-19",9,32,9,1,32,8,"57600.00S",16,34329,"2010-03-03 UTC--2013-07-19 UTC",40
"297","2010-03-03","FALSE","2014-06-24T13:58:58Z","2014-06-25T05:58:57Z","0.00S","57599.99S","628LTP2","628LTP2.its","L","2014-06-24 08:58:58","2014-06-25 00:58:57","2014-06-24",8,58,58,0,58,57,"57600.00S",16,32338,"2010-03-03 UTC--2014-06-24 UTC",51
"298","2010-10-26","M","2013-07-19T12:16:22Z","2013-07-20T04:16:21Z","0.00S","57599.99S","629LTP1","629LTP1.its","L","2013-07-19 07:16:22","2013-07-19 23:16:21","2013-07-19",7,16,22,23,16,21,"57600.00S",16,26182,"2010-10-26 UTC--2013-07-19 UTC",32
"299","2010-10-26","M","2015-04-04T13:44:20Z","2015-04-05T05:44:19Z","0.00S","57599.99S","629LTP2","629LTP2.its","L","2015-04-04 08:44:20","2015-04-05 00:44:19","2015-04-04",8,44,20,0,44,19,"57600.00S",16,31460,"2010-10-26 UTC--2015-04-04 UTC",53
"300","2011-01-03","FALSE","2013-05-29T14:58:01Z","2013-05-30T06:58:00Z","0.00S","57599.99S","630LTP1","630LTP1.its","L","2013-05-29 09:58:01","2013-05-30 01:58:00","2013-05-29",9,58,1,1,58,0,"57600.00S",16,35881,"2011-01-03 UTC--2013-05-29 UTC",28
"301","2011-01-30","FALSE","2013-08-11T13:22:27Z","2013-08-12T05:22:26Z","0.00S","57599.99S","631LTP1","631LTP1.its","L","2013-08-11 08:22:27","2013-08-12 00:22:26","2013-08-11",8,22,27,0,22,26,"57600.00S",16,30147,"2011-01-30 UTC--2013-08-11 UTC",30
"302","2011-01-30","FALSE","2015-04-28T11:25:22Z","2015-04-29T03:25:21Z","0.00S","57599.99S","631LTP2","631LTP2.its","L","2015-04-28 06:25:22","2015-04-28 22:25:21","2015-04-28",6,25,22,22,25,21,"57600.00S",16,23122,"2011-01-30 UTC--2015-04-28 UTC",50
"303","2010-01-26","FALSE","2013-06-20T11:59:50Z","2013-06-21T03:59:49Z","0.00S","57599.99S","632LTP1","632LTP1.its","L","2013-06-20 06:59:50","2013-06-20 22:59:49","2013-06-20",6,59,50,22,59,49,"57600.00S",16,25190,"2010-01-26 UTC--2013-06-20 UTC",40
"304","2010-05-06","M","2013-12-07T16:56:45Z","2013-12-08T08:56:44Z","0.00S","57599.99S","633LTP1","633LTP1.its","L","2013-12-07 10:56:45","2013-12-08 02:56:44","2013-12-07",10,56,45,2,56,44,"57600.00S",16,39405,"2010-05-06 UTC--2013-12-07 UTC",43
"305","2011-03-05","FALSE","2013-08-28T15:55:35Z","2013-08-29T09:34:18Z","0.00S","57599.99S","634LTP1","634LTP1.its","L","2013-08-28 10:55:35","2013-08-29 04:34:18","2013-08-28",10,55,35,4,34,18,"57600.00S",16,39335,"2011-03-05 UTC--2013-08-28 UTC",29
"306","2010-12-16","FALSE","2013-08-14T14:33:32Z","2013-08-15T06:33:31Z","0.00S","57599.99S","636LTP1","636LTP1.its","L","2013-08-14 09:33:32","2013-08-15 01:33:31","2013-08-14",9,33,32,1,33,31,"57600.00S",16,34412,"2010-12-16 UTC--2013-08-14 UTC",31
"307","2011-01-28","M","2013-08-28T12:12:22Z","2013-08-29T04:12:21Z","0.00S","57599.99S","638LTP1","638LTP1.its","L","2013-08-28 07:12:22","2013-08-28 23:12:21","2013-08-28",7,12,22,23,12,21,"57600.00S",16,25942,"2011-01-28 UTC--2013-08-28 UTC",31
"308","2010-10-16","FALSE","2013-08-08T12:28:55Z","2013-08-09T04:28:54Z","0.00S","57599.99S","639LTP1","639LTP1.its","L","2013-08-08 07:28:55","2013-08-08 23:28:54","2013-08-08",7,28,55,23,28,54,"57600.00S",16,26935,"2010-10-16 UTC--2013-08-08 UTC",33
"309","2010-05-29","FALSE","2013-08-01T12:50:52Z","2013-08-02T04:50:51Z","0.00S","57599.99S","640LTP1","640LTP1.its","L","2013-08-01 07:50:52","2013-08-01 23:50:51","2013-08-01",7,50,52,23,50,51,"57600.00S",16,28252,"2010-05-29 UTC--2013-08-01 UTC",38
"310","2010-09-11","FALSE","2013-08-14T12:37:27Z","2013-08-15T04:37:26Z","0.00S","57599.99S","641LTP1","641LTP1.its","L","2013-08-14 07:37:27","2013-08-14 23:37:26","2013-08-14",7,37,27,23,37,26,"57600.00S",16,27447,"2010-09-11 UTC--2013-08-14 UTC",35
"311","2011-01-19","FALSE","2013-09-09T15:37:43Z","2013-09-09T17:09:17Z","0.00S","25893.30S","642LTP1","642LTP1.its","L","2013-09-09 10:37:43","2013-09-09 12:09:17","2013-09-09",10,37,43,12,9,17,"25893.30S",7.19258333333333,38263,"2011-01-19 UTC--2013-09-09 UTC",31
"312","2010-09-05","M","2013-11-26T13:57:54Z","2013-11-27T05:57:53Z","0.00S","57599.99S","644LTP1","644LTP1.its","L","2013-11-26 07:57:54","2013-11-26 23:57:53","2013-11-26",7,57,54,23,57,53,"57600.00S",16,28674,"2010-09-05 UTC--2013-11-26 UTC",38
"313","2010-09-16","M","2013-08-04T22:52:10Z","2013-08-05T14:52:09Z","0.00S","57599.99S","646LTP1","646LTP1.its","L","2013-08-04 17:52:10","2013-08-05 09:52:09","2013-08-04",17,52,10,9,52,9,"57600.00S",16,64330,"2010-09-16 UTC--2013-08-04 UTC",34
"314","2010-12-22","M","2015-01-25T14:00:11Z","2015-01-26T06:00:10Z","0.00S","57599.99S","648LTP1","648LTP1.its","L","2015-01-25 08:00:11","2015-01-26 00:00:10","2015-01-25",8,0,11,0,0,10,"57600.00S",16,28811,"2010-12-22 UTC--2015-01-25 UTC",49
"315","2011-02-12","FALSE","2013-09-23T12:42:52Z","2013-09-24T04:42:51Z","0.00S","57599.99S","652LTP1","652LTP1.its","L","2013-09-23 07:42:52","2013-09-23 23:42:51","2013-09-23",7,42,52,23,42,51,"57600.00S",16,27772,"2011-02-12 UTC--2013-09-23 UTC",31
"316","2011-03-26","FALSE","2013-10-04T11:49:30Z","2013-10-05T03:49:29Z","0.00S","57599.99S","654LTP1","654LTP1.its","L","2013-10-04 06:49:30","2013-10-04 22:49:29","2013-10-04",6,49,30,22,49,29,"57600.00S",16,24570,"2011-03-26 UTC--2013-10-04 UTC",30
"317","2011-07-17","M","2013-12-29T14:28:24Z","2013-12-30T06:28:23Z","0.00S","57599.99S","655LTP1","655LTP1.its","L","2013-12-29 08:28:24","2013-12-30 00:28:23","2013-12-29",8,28,24,0,28,23,"57600.00S",16,30504,"2011-07-17 UTC--2013-12-29 UTC",29
"318","2010-07-19","FALSE","2013-09-23T12:32:51Z","2013-09-24T04:32:57Z","0.00S","57599.99S","656LTP1","656LTP1.its","L","2013-09-23 07:32:51","2013-09-23 23:32:57","2013-09-23",7,32,51,23,32,57,"57600.00S",16,27171,"2010-07-19 UTC--2013-09-23 UTC",38
"319","2011-04-19","FALSE","2013-11-23T14:49:06Z","2013-11-24T06:49:05Z","0.00S","57599.99S","657LTP1","657LTP1.its","L","2013-11-23 08:49:06","2013-11-24 00:49:05","2013-11-23",8,49,6,0,49,5,"57600.00S",16,31746,"2011-04-19 UTC--2013-11-23 UTC",31
"320","2011-04-01","M","2013-10-04T12:35:41Z","2013-10-05T04:35:40Z","0.00S","57599.99S","658LTP1","658LTP1.its","L","2013-10-04 07:35:41","2013-10-04 23:35:40","2013-10-04",7,35,41,23,35,40,"57600.00S",16,27341,"2011-04-01 UTC--2013-10-04 UTC",30
"321","2010-12-27","FALSE","2013-11-03T11:59:24Z","2013-11-04T03:59:23Z","0.00S","57599.99S","659LTP1","659LTP1.its","L","2013-11-03 05:59:24","2013-11-03 21:59:23","2013-11-03",5,59,24,21,59,23,"57600.00S",16,21564,"2010-12-27 UTC--2013-11-03 UTC",34
"322","2011-04-29","FALSE","2013-09-23T12:27:15Z","2013-09-24T02:34:30Z","0.00S","50835.61S","660LTP1","660LTP1.its","L","2013-09-23 07:27:15","2013-09-23 21:34:30","2013-09-23",7,27,15,21,34,30,"50835.61S",14.1210027777778,26835,"2011-04-29 UTC--2013-09-23 UTC",28
"323","2011-05-06","FALSE","2013-10-08T13:12:37Z","2013-10-09T05:12:36Z","0.00S","57599.99S","661LTP1","661LTP1.its","L","2013-10-08 08:12:37","2013-10-09 00:12:36","2013-10-08",8,12,37,0,12,36,"57600.00S",16,29557,"2011-05-06 UTC--2013-10-08 UTC",29
"324","2011-05-06","FALSE","2015-07-10T13:52:23Z","2015-07-11T05:52:22Z","0.00S","57599.99S","661LTP2","661LTP2.its","L","2015-07-10 08:52:23","2015-07-11 00:52:22","2015-07-10",8,52,23,0,52,22,"57600.00S",16,31943,"2011-05-06 UTC--2015-07-10 UTC",50
"325","2011-02-02","FALSE","2013-11-23T12:57:48Z","2013-11-24T04:57:47Z","0.00S","57599.99S","664LTP1","664LTP1.its","L","2013-11-23 06:57:48","2013-11-23 22:57:47","2013-11-23",6,57,48,22,57,47,"57600.00S",16,25068,"2011-02-02 UTC--2013-11-23 UTC",33
"326","2011-03-07","M","2013-11-19T14:46:05Z","2013-11-20T06:46:04Z","0.00S","57599.99S","666LTP1","666LTP1.its","L","2013-11-19 08:46:05","2013-11-20 00:46:04","2013-11-19",8,46,5,0,46,4,"57600.00S",16,31565,"2011-03-07 UTC--2013-11-19 UTC",32
"327","2010-11-12","FALSE","2014-06-09T15:20:34Z","2014-06-10T07:20:33Z","0.00S","57599.99S","667LTP1","/Users/megcychosz/Library/CloudStorage/Box-Box/box-group-lena-studies/Soundscape/wavFiles/667LTP1.its","L","2014-06-09 10:20:34","2014-06-10 02:20:33","2014-06-09",10,20,34,2,20,33,"57600.00S",16,37234,"2010-11-12 UTC--2014-06-09 UTC",42
"328","2010-11-12","FALSE","2014-10-19T14:17:36Z","2014-10-20T06:17:35Z","0.00S","57599.99S","667LTP2","667LTP2.its","L","2014-10-19 09:17:36","2014-10-20 01:17:35","2014-10-19",9,17,36,1,17,35,"57600.00S",16,33456,"2010-11-12 UTC--2014-10-19 UTC",47
"329","2010-08-10","M","2013-11-07T13:31:53Z","2013-11-08T05:31:52Z","0.00S","57599.99S","668LTP1","668LTP1.its","L","2013-11-07 07:31:53","2013-11-07 23:31:52","2013-11-07",7,31,53,23,31,52,"57600.00S",16,27113,"2010-08-10 UTC--2013-11-07 UTC",38
"330","2010-09-10","M","2013-11-15T12:58:16Z","2013-11-16T04:58:15Z","0.00S","57599.99S","669LTP1","669LTP1.its","L","2013-11-15 06:58:16","2013-11-15 22:58:15","2013-11-15",6,58,16,22,58,15,"57600.00S",16,25096,"2010-09-10 UTC--2013-11-15 UTC",38
"331","2011-02-26","M","2013-11-18T14:09:27Z","2013-11-19T06:09:26Z","0.00S","57599.99S","670LTP1","670LTP1.its","L","2013-11-18 08:09:27","2013-11-19 00:09:26","2013-11-18",8,9,27,0,9,26,"57600.00S",16,29367,"2011-02-26 UTC--2013-11-18 UTC",32
"332","2010-12-22","M","2014-02-19T13:22:51Z","2014-02-20T05:22:50Z","0.00S","57599.99S","671LTP1","671LTP1.its","L","2014-02-19 07:22:51","2014-02-19 23:22:50","2014-02-19",7,22,51,23,22,50,"57600.00S",16,26571,"2010-12-22 UTC--2014-02-19 UTC",37
"333","2010-12-03","M","2013-12-08T13:36:59Z","2013-12-09T05:36:58Z","0.00S","57599.99S","673LTP1","673LTP1.its","L","2013-12-08 07:36:59","2013-12-08 23:36:58","2013-12-08",7,36,59,23,36,58,"57600.00S",16,27419,"2010-12-03 UTC--2013-12-08 UTC",36
"334","2011-03-12","M","2013-12-06T12:19:41Z","2013-12-07T04:19:40Z","0.00S","57599.99S","674LTP1","674LTP1.its","L","2013-12-06 06:19:41","2013-12-06 22:19:40","2013-12-06",6,19,41,22,19,40,"57600.00S",16,22781,"2011-03-12 UTC--2013-12-06 UTC",32
"335","2011-04-12","M","2014-07-13T16:13:31Z","2014-07-13T16:20:47Z","0.00S","57599.99S","677LTP1","677LTP1.its","L","2014-07-13 11:13:31","2014-07-13 11:20:47","2014-07-13",11,13,31,11,20,47,"57600.00S",16,40411,"2011-04-12 UTC--2014-07-13 UTC",39
"336","2011-07-06","FALSE","2014-02-03T13:53:24Z","2014-02-04T05:53:23Z","0.00S","57599.99S","678LTP1","678LTP1.its","L","2014-02-03 07:53:24","2014-02-03 23:53:23","2014-02-03",7,53,24,23,53,23,"57600.00S",16,28404,"2011-07-06 UTC--2014-02-03 UTC",30
"337","2011-07-06","FALSE","2015-07-27T14:18:42Z","2015-07-28T06:18:41Z","0.00S","57599.99S","678LTP2","678LTP2.its","L","2015-07-27 09:18:42","2015-07-28 01:18:41","2015-07-27",9,18,42,1,18,41,"57600.00S",16,33522,"2011-07-06 UTC--2015-07-27 UTC",48
"338","2011-06-14","M","2014-04-25T11:49:05Z","2014-04-26T03:49:04Z","0.00S","57599.99S","680LTP1","680LTP1.its","L","2014-04-25 06:49:05","2014-04-25 22:49:04","2014-04-25",6,49,5,22,49,4,"57600.00S",16,24545,"2011-06-14 UTC--2014-04-25 UTC",34
"339","2011-06-14","FALSE","2014-05-12T12:14:03Z","2014-05-13T04:14:02Z","0.00S","57599.99S","681LTP1","681LTP1.its","L","2014-05-12 07:14:03","2014-05-12 23:14:02","2014-05-12",7,14,3,23,14,2,"57600.00S",16,26043,"2011-06-14 UTC--2014-05-12 UTC",34
"340","2011-08-05","M","2014-05-20T17:03:20Z","2014-05-21T09:03:19Z","0.00S","57599.99S","683LTP1","683LTP1.its","L","2014-05-20 12:03:20","2014-05-21 04:03:19","2014-05-20",12,3,20,4,3,19,"57600.00S",16,43400,"2011-08-05 UTC--2014-05-20 UTC",33
"341","2011-08-07","M","2015-08-16T16:18:36Z","2015-08-17T08:18:35Z","0.00S","57599.99S","683LTP2","683LTP2.its","L","2015-08-16 11:18:36","2015-08-17 03:18:35","2015-08-16",11,18,36,3,18,35,"57600.00S",16,40716,"2011-08-07 UTC--2015-08-16 UTC",48
"342","2010-12-22","M","2015-01-25T14:00:11Z","2015-01-26T06:00:10Z","0.00S","57599.99S","684LTP1","684LTP1.its","L","2015-01-25 08:00:11","2015-01-26 00:00:10","2015-01-25",8,0,11,0,0,10,"57600.00S",16,28811,"2010-12-22 UTC--2015-01-25 UTC",49
"343","2011-09-26","M","2014-06-10T11:37:58Z","2014-06-11T03:37:57Z","0.00S","57599.99S","685LTP1","685LTP1.its","L","2014-06-10 06:37:58","2014-06-10 22:37:57","2014-06-10",6,37,58,22,37,57,"57600.00S",16,23878,"2011-09-26 UTC--2014-06-10 UTC",32
"344","2011-09-26","M","2015-09-10T12:22:06Z","2015-09-11T04:22:05Z","0.00S","57599.99S","685LTP2","685LTP2.its","L","2015-09-10 07:22:06","2015-09-10 23:22:05","2015-09-10",7,22,6,23,22,5,"57600.00S",16,26526,"2011-09-26 UTC--2015-09-10 UTC",47
"345","2011-09-26","M","2014-06-26T12:11:39Z","2014-06-27T04:11:38Z","0.00S","57599.99S","686LTP1","686LTP1.its","L","2014-06-26 07:11:39","2014-06-26 23:11:38","2014-06-26",7,11,39,23,11,38,"57600.00S",16,25899,"2011-09-26 UTC--2014-06-26 UTC",33
"346","2011-09-26","M","2015-09-10T12:54:39Z","2015-09-11T04:54:38Z","0.00S","57599.99S","686LTP2","686LTP2.its","L","2015-09-10 07:54:39","2015-09-10 23:54:38","2015-09-10",7,54,39,23,54,38,"57600.00S",16,28479,"2011-09-26 UTC--2015-09-10 UTC",47
"347","2011-09-08","M","2014-08-02T15:06:04Z","2014-08-03T07:06:03Z","0.00S","57599.99S","688LTP1","688LTP1.its","L","2014-08-02 10:06:04","2014-08-03 02:06:03","2014-08-02",10,6,4,2,6,3,"57600.00S",16,36364,"2011-09-08 UTC--2014-08-02 UTC",34
"348","2011-05-24","M","2014-07-01T12:35:05Z","2014-07-02T04:35:04Z","0.00S","57599.99S","689LTP1","689LTP1.its","L","2014-07-01 07:35:05","2014-07-01 23:35:04","2014-07-01",7,35,5,23,35,4,"57600.00S",16,27305,"2011-05-24 UTC--2014-07-01 UTC",37
"349","2011-05-24","M","2015-07-07T12:41:16Z","2015-07-08T04:41:15Z","0.00S","57599.99S","689LTP2","689LTP2.its","L","2015-07-07 07:41:16","2015-07-07 23:41:15","2015-07-07",7,41,16,23,41,15,"57600.00S",16,27676,"2011-05-24 UTC--2015-07-07 UTC",49
"350","2011-01-15","FALSE","2015-11-15T16:21:58Z","2015-11-16T08:21:57Z","0.00S","57599.99S","100RTP1","100RTP1.its","R","2015-11-15 10:21:58","2015-11-16 02:21:57","2015-11-15",10,21,58,2,21,57,"57600.00S",16,37318,"2011-01-15 UTC--2015-11-15 UTC",58
"351","2011-01-15","FALSE","2015-11-14T12:28:45Z","2015-11-15T04:28:44Z","0.00S","57599.99S","100RTP2","100RTP2.its","R","2015-11-14 06:28:45","2015-11-14 22:28:44","2015-11-14",6,28,45,22,28,44,"57600.00S",16,23325,"2011-01-15 UTC--2015-11-14 UTC",57
"352","2010-09-18","M","2016-02-13T12:41:21Z","2016-02-14T01:33:27Z","0.00S","51115.61S","101RTP1","101RTP1.its","R","2016-02-13 06:41:21","2016-02-13 19:33:27","2016-02-13",6,41,21,19,33,27,"51115.61S",14.1987805555556,24081,"2010-09-18 UTC--2016-02-13 UTC",64
"353","2010-09-18","M","2016-02-14T12:45:56Z","2016-02-15T04:45:55Z","0.00S","57599.99S","101RTP2","101RTP2.its","R","2016-02-14 06:45:56","2016-02-14 22:45:55","2016-02-14",6,45,56,22,45,55,"57600.00S",16,24356,"2010-09-18 UTC--2016-02-14 UTC",64
"354","2011-09-18","M","2015-11-21T12:34:20Z","2015-11-22T04:34:19Z","0.00S","57599.99S","102RTP1","102RTP1.its","R","2015-11-21 06:34:20","2015-11-21 22:34:19","2015-11-21",6,34,20,22,34,19,"57600.00S",16,23660,"2011-09-18 UTC--2015-11-21 UTC",50
"355","2011-09-18","M","2015-11-22T11:23:45Z","2015-11-23T03:23:44Z","0.00S","57599.99S","102RTP2","102RTP2.its","R","2015-11-22 05:23:45","2015-11-22 21:23:44","2015-11-22",5,23,45,21,23,44,"57600.00S",16,19425,"2011-09-18 UTC--2015-11-22 UTC",50
"356","2011-04-12","M","2015-11-29T11:33:04Z","2015-11-30T00:15:42Z","0.00S","45758.05S","103RTP1","103RTP1.its","R","2015-11-29 05:33:04","2015-11-29 18:15:42","2015-11-29",5,33,4,18,15,42,"45758.05S",12.7105694444444,19984,"2011-04-12 UTC--2015-11-29 UTC",55
"357","2011-04-12","M","2015-11-28T14:25:00Z","2015-11-29T00:22:52Z","0.00S","35872.29S","103RTP2","103RTP2.its","R","2015-11-28 08:25:00","2015-11-28 18:22:52","2015-11-28",8,25,0,18,22,52,"35872.29S",9.964525,30300,"2011-04-12 UTC--2015-11-28 UTC",55
"358","2009-11-23","FALSE","2015-12-06T12:22:14Z","2015-12-07T04:22:13Z","0.00S","57599.99S","104RTP1","104RTP1.its","R","2015-12-06 06:22:14","2015-12-06 22:22:13","2015-12-06",6,22,14,22,22,13,"57600.00S",16,22934,"2009-11-23 UTC--2015-12-06 UTC",72
"359","2009-11-23","FALSE","2015-12-05T12:43:32Z","2015-12-06T04:43:31Z","0.00S","57599.99S","104RTP2","104RTP2.its","R","2015-12-05 06:43:32","2015-12-05 22:43:31","2015-12-05",6,43,32,22,43,31,"57600.00S",16,24212,"2009-11-23 UTC--2015-12-05 UTC",72
"360","2009-12-25","M","2016-02-06T12:15:41Z","2016-02-07T04:15:40Z","0.00S","57599.99S","105RTP1","105RTP1.its","R","2016-02-06 06:15:41","2016-02-06 22:15:40","2016-02-06",6,15,41,22,15,40,"57600.00S",16,22541,"2009-12-25 UTC--2016-02-06 UTC",73
